synset_id,definition,eng,spa,jpn,fra,por,ita,pol,cmn,ind
3589791,a short coat,"[""jacket""]","[""chaqueta""]","[""ウインドブレーカー"", ""ジャケット"", ""ジャンバー"", ""ジャンパー"", ""ブルゾン""]","[""blouson"", ""veste"", ""veston""]","[""jaqueta""]","[""casacca"", ""giacca"", ""giacchetta""]","[""kurtka""]","[""夹克"", ""短上衣""]","[""jaket""]"
3613294,metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated,"[""key""]","[""llave""]","[""キイ"", ""キー"", ""鍵"", ""鑰""]","[""clef"", ""clé"", ""touche""]","[""botão_de_accionamento"", ""chave"", ""tecla""]","[""chiave""]","[""klucz""]","[""钥匙""]","[""kunci""]"
3619890,a room equipped for preparing meals,"[""kitchen""]","[""cocina""]","[""キッチン"", ""内所"", ""勝手"", ""勝手もと"", ""勝手元""]","[""cuisine""]","[""cozinha""]","[""cucina""]","[""kuchnia""]","[""厨房""]","[""dapur""]"
3623556,edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle,"[""knife""]","[""cuchillo""]","[""ナイフ"", ""出刃"", ""出刃包丁"", ""包丁"", ""小刀""]","[""couteau""]","[""faca""]","[""coltello""]","[""nóż""]","[""刀"", ""刀子""]","[""pisau""]"
3646296,machine tool for shaping metal or wood; the workpiece turns about a horizontal axis against a fixed tool,"[""lathe""]","[""torno""]","[""旋盤""]","[""tour""]","[""torno"", ""torno_mecânico"", ""turno""]","[""tornio""]","[""tokarka""]","[""车床""]","[""bindu"", ""mesin_bubut"", ""pelarik""]"
3682487,a fastener fitted to a door or drawer to keep it firmly closed,"[""lock""]","[""cerradura""]","[""ロック"", ""錠"", ""錠前""]","[""cadenas"", ""serrure""]","[""fechadura"", ""fehadura""]","[""chiusura"", ""serratura""]","[""zamek""]","[""锁""]","[""kancing"", ""kunci"", ""mangga""]"
3686130,floor consisting of open space at the top of a house just below roof; often used for storage,"[""loft"", ""attic"", ""garret""]","[""loft""]","[""アチック"", ""アティック"", ""ロフト"", ""ロフトアチック"", ""ロフトアティック""]","[""galetas"", ""grenier"", ""mansarde""]","[""mansarda"", ""sótão"", ""trapeira"", ""ático""]","[""abbaino"", ""soffitta"", ""solaio"", ""sottotetto""]","[""poddasze"", ""podstrysze"", ""strych""]","[""阁楼"", ""顶楼""]","[""loteng"", ""pagu"", ""para"", ""peran""]"
3699975,any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks,"[""machine""]","[""máquina""]","[""マシン"", ""マシーン"", ""器械"", ""機械""]","[""machine""]","[""maquinaria"", ""máquina""]","[""macchina""]","[""maszyna""]","[""机器""]","[""jentera"", ""loket"", ""mesin"", ""pesawat"", ""sistem""]"
3701640,machines or machine systems collectively,"[""machinery""]","[""maquinaria""]","[""システム"", ""メカニズム"", ""機械"", ""機械類""]","[""mach"", ""machine"", ""machinerie""]","[""maquinaria"", ""máquina""]","[""apparato"", ""macchinario""]","[""maszyneria""]","[""机器"", ""机械"", ""机械装置""]","[""jentera"", ""mesin"", ""permesinan""]"
3720163,a diagrammatic representation of the earth's surface (or part of it),"[""map""]","[""mapa"", ""plano""]","[""マップ"", ""地図"", ""絵図"", ""軍用地図"", ""輿図""]","[""carte"", ""plan""]","[""desenho"", ""figura"", ""ilustração"", ""mapa"", ""mapas""]","[""carta"", ""carta_geografica"", ""cartina"", ""mappa""]","[""mapa""]","[""地图""]","[""peta""]"
3738472,device consisting of a piece of machinery; has moving parts that perform some function,"[""mechanism""]","[""mecanismo""]","[""メカ"", ""メカニズム"", ""機構""]","[""mécanisme""]","[""mecanismo"", ""máquina""]","[""automatismo"", ""congegno"", ""dispositivo"", ""meccanismo""]","[""mechanizm""]","[""机构"", ""机械"", ""机械装置""]","[""mekanisme""]"
3740161,(medicine) something that treats or prevents or alleviates the symptoms of disease,"[""medicine"", ""medication"", ""medicament"", ""medicinal_drug""]","[""fármaco"", ""medicamento"", ""medicina""]","[""メディシン"", ""医薬"", ""医薬品"", ""薬"", ""薬剤""]","[""médicament"", ""remède""]","[""medicamento"", ""produtos_farmacêuticos"", ""remédio""]","[""farmaco"", ""medicamento"", ""medicina"", ""medicinale""]","[""lek"", ""lekarstwo"", ""medykament"", ""remedium"", ""specyfik""]","[""医药"", ""药"", ""药品"", ""药材"", ""药物""]","[""penawar"", ""ubat""]"
3743902,a structure erected to commemorate persons or events,"[""memorial"", ""monument""]","[""monumento""]","[""モニュメント"", ""記念建造物""]","[""monument"", ""mémorial""]","[""monumento"", ""monumentos""]","[""monumento"", ""monumento_commemorativo""]","[""monument"", ""pomnik""]","[""纪念堂"", ""纪念碑""]","[""memorial"", ""monumen"", ""peringatan"", ""tugu_peringatan""]"
3748886,commodities offered for sale,"[""merchandise"", ""ware"", ""product""]","[""artículo"", ""género"", ""mercadería"", ""mercancía"", ""producto""]","[""プロダクト"", ""売り物""]","[""marchand"", ""marchandise"", ""produit""]","[""artigo"", ""fazenda"", ""mercadoria"", ""mercadorias"", ""produto""]","[""derrata"", ""merce"", ""prodotto"", ""roba""]","[""wyrób""]","[""产品"", ""制品"", ""商品"", ""物品"", ""货物""]","[""barang_dagangan"", ""dagangan"", ""hasil"", ""jualan"", ""keluaran""]"
3768346,excavation in the earth from which ores and minerals are extracted,"[""mine""]","[""mina""]","[""山"", ""砿山"", ""金山"", ""鉱山""]","[""mine""]","[""mina"", ""minas""]","[""miniera""]","[""kopalnia""]","[""开矿"", ""采掘""]","[""kelian"", ""lombong"", ""tambang""]"
3777283,representation of something (sometimes on a smaller scale),"[""model"", ""simulation""]","[""modelo"", ""representación"", ""simulación""]","[""ひな型"", ""ひな形"", ""モデル"", ""模型"", ""真似形""]","[""maquette"", ""simulation""]","[""esquema"", ""modelo""]","[""modello""]","[""model""]","[""仿真"", ""模型"", ""模拟""]","[""lambang"", ""mainan"", ""model""]"
3790512,a motor vehicle with two wheels and a strong frame,"[""motorcycle"", ""bike""]","[""motocicleta""]","[""オートバイ"", ""バイク"", ""モーターサイクル"", ""モーターバイク"", ""二輪""]","[""moto"", ""motocycle"", ""motocyclette"", ""vélo""]","[""Motos"", ""mota"", ""moto"", ""motocicleta"", ""motocicletas""]","[""motociclo""]","[""motocykl"", ""motor""]","[""摩托车""]","[""sepeda_motor""]"
3800563,a depository for collecting and displaying objects having scientific or historical or artistic value,"[""museum""]","[""museo""]","[""ミュージアム"", ""博物館"", ""総合博物館"", ""美術館""]","[""musée""]","[""museu"", ""museus""]","[""museo""]","[""muzeum""]","[""博物馆""]","[""museum""]"
3804744,a thin pointed piece of metal that is hammered into materials as a fastener,"[""nail""]","[""clavo""]","[""金釘"", ""釘""]","[""clou""]","[""prego""]","[""chiodo""]","[""gwóźdź""]","[""钉子""]","[""paku""]"
3816136,a sharp pointed implement (usually steel),"[""needle""]","[""aguja""]","[""ニードル"", ""針""]","[""aiguille"", ""seringue"", ""épingle""]","[""agulha""]","[""ago""]","[""iglica"", ""igła""]","[""针""]","[""jarum""]"
3841417,the total output of a writer or artist (or a substantial part of it),"[""oeuvre"", ""work"", ""body_of_work""]","[""obra"", ""obra_completa"", ""producción""]","[""ワーク"", ""作"", ""作品"", ""作業"", ""制作""]","[""ouvrage"", ""travailler"", ""uvre"", ""œuvre"", ""œuvres""]","[""produção""]","[""opera""]","[""konto""]","[""全部作品"", ""全集""]","[""karya"", ""kerja""]"
3875218,a substance used as a coating to protect or decorate a surface (especially a mixture of pigment suspended in a liquid); dries to form a hard coating,"[""paint"", ""pigment""]","[""pintura""]","[""えの具"", ""ピグメント"", ""ペイント"", ""ペンキ"", ""塗料""]","[""peinture""]","[""cor"", ""pintura"", ""tinta""]","[""colore"", ""pittura"", ""tinta"", ""vernice""]","[""farba"", ""kolor""]","[""油漆"", ""涂料"", ""涂漆"", ""颜料""]","[""cat""]"
3876519,graphic art consisting of an artistic composition made by applying paints to a surface,"[""painting"", ""picture""]","[""cuadro"", ""pintura""]","[""ペイント"", ""丹青"", ""彩画"", ""色絵""]","[""peinture"", ""tableau""]","[""pintura""]","[""dipinto"", ""quadro""]","[""obraz""]","[""图画"", ""画"", ""画儿"", ""绘画""]","[""gambar"", ""ilustrasi"", ""lukisan""]"
3899768,usually paved outdoor area adjoining a residence,"[""patio"", ""terrace""]","[""patio""]","[""テラス"", ""パティオ"", ""中庭""]","[""patio"", ""terrasse""]","[""pátio"", ""terraço""]","[""patio"", ""terrazza"", ""terrazzo""]","[""patio""]","[""天井"", ""庭院""]","[""teres""]"
3925226,a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material,"[""photograph"", ""photo"", ""exposure"", ""picture"", ""pic""]","[""exposición"", ""foto"", ""fotografía""]","[""ピクチャー"", ""フィルムの１コマ"", ""フォト"", ""フォトグラフ"", ""ブロマイド""]","[""photo"", ""photographie""]","[""desenho"", ""figura"", ""foto"", ""fotografia"", ""fotografia_(imagem)""]","[""foto"", ""fotografia"", ""immagine""]","[""fotka"", ""fotografia"", ""zdjęcie""]","[""照片"", ""相片""]","[""bayang-bayang"", ""foto"", ""fotograf"", ""gambar"", ""gambaran""]"
3928116,a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds,"[""piano"", ""pianoforte"", ""forte-piano""]","[""piano""]","[""ピアノ"", ""ピアノフォルテ"", ""ピヤノ"", ""フォルテピアノ"", ""洋琴""]","[""piano""]","[""Piano"", ""piano""]","[""piano"", ""pianoforte""]","[""pianino""]","[""钢琴""]","[""piano""]"
3932203,a separate part of a whole,"[""piece""]","[""pedazo"", ""trozo""]","[""一片"", ""断片"", ""部分""]","[""morceau"", ""part""]","[""pedaço"", ""peça""]","[""pezzo""]","[""część""]","[""一片"", ""块"", ""片"", ""部分""]","[""keping"", ""kepingan""]"
3956922,buildings for carrying on industrial labor,"[""plant"", ""works"", ""industrial_plant""]","[""factoría"", ""fábrica"", ""planta""]","[""プラント"", ""工場"", ""工業プラント""]","[""fabrique"", ""usine""]","[""fábrica"", ""produtos_industriais_(plantas)"", ""usina""]","[""impianto"", ""opificio"", ""stabilimento""]","[""zakład_przemysłowy""]","[""工厂""]","[""kilang"", ""loji""]"
3961939,a raised horizontal surface,"[""platform""]","[""entarimado"", ""plataforma"", ""tarima""]","[""壇""]","[""plate-forme"", ""plates-formes"", ""quai""]","[""tablado""]","[""piattaforma""]","[""podwyższenie"", ""wzniesienie""]","[""平台"", ""月台"", ""站台""]","[""peron"", ""platform""]"
3964744,an artifact designed to be played with,"[""plaything"", ""toy""]","[""juguete""]","[""おもちゃ"", ""トイ"", ""弄び"", ""弄び物"", ""弄物""]","[""jouet""]","[""Brinquedos"", ""brinquedo""]","[""balocco"", ""gingillo"", ""giocattolo"", ""gioco"", ""ninnolo""]","[""bawidełko"", ""bawidło""]","[""玩具""]","[""mainan""]"
3972524,a small pouch inside a garment for carrying small articles,"[""pocket""]","[""bolsillo""]","[""ぽっぽ"", ""ポケット"", ""ポッケ"", ""衣嚢"", ""隠し""]","[""poche""]","[""algibeira"", ""bolso""]","[""tasca""]","[""kiejda"", ""kiermana""]","[""口袋""]","[""kantong"", ""kantung"", ""kocek"", ""poket"", ""saku""]"
3976657,a long (usually round) rod of wood or metal or plastic,"[""pole""]","[""palo"", ""vara""]","[""ポール"", ""柱"", ""棒"", ""棹"", ""竿""]","[""barre"", ""perche"", ""timon""]","[""pau""]","[""asta"", ""palo""]","[""kół""]","[""杆"", ""杆子""]","[""batang_kayu"", ""galah"", ""pilon"", ""tiang"", ""tonggak""]"
4000311,a machine used for printing,"[""press"", ""printing_press""]","[""imprenta""]","[""プリンター"", ""印刷機""]","[""imprimerie"", ""presse""]","[""Prensa_móvel"", ""imprensa""]","[""pressa_tipografica"", ""stampatrice"", ""torchio"", ""torchio_da_stampa""]","[""maszyna_drukarska""]","[""印刷机""]","[""mesin_cetak""]"
4005630,a correctional institution where persons are confined while on trial or for punishment,"[""prison"", ""prison_house""]","[""prisión""]","[""人屋"", ""刑務所"", ""囚獄"", ""囹圄"", ""囹圉""]","[""prison""]","[""Prisão"", ""Prisões"", ""cadeia"", ""presídio"", ""prisão""]","[""carcere"", ""ergastolo"", ""galera"", ""penitenziario"", ""prigione""]","[""zakład_karny""]","[""拘留所"", ""班房"", ""监牢"", ""监狱""]","[""penjara"", ""tahanan""]"
4008634,a weapon that is forcibly thrown or projected at a targets but is not self-propelled,"[""projectile"", ""missile""]","[""proyectil""]","[""ミサイル"", ""弾丸"", ""弾道弾"", ""矢弾"", ""矢玉""]","[""projectile""]","[""Projéctil"", ""míssil"", ""projétil""]","[""proiettile""]","[""pocisk_odrzutowy""]","[""导弹"", ""飞弹""]","[""misil"", ""pelancar"", ""peluncur"", ""peluru"", ""peluru_kendali""]"
4081281,a building where people go to eat,"[""restaurant"", ""eating_house"", ""eating_place"", ""eatery""]","[""restaurante""]","[""お食事処"", ""グリル"", ""レストラン"", ""レストラント"", ""割烹店""]","[""restaurant""]","[""Restaurantes"", ""restaurante""]","[""restaurant"", ""ristorante"", ""trattoria""]","[""knajpa""]","[""小饭馆"", ""餐厅"", ""餐馆"", ""饭店"", ""饭馆""]","[""restoran"", ""rumah_makan""]"
4090263,a shoulder firearm with a long barrel and a rifled bore,"[""rifle""]","[""fusil"", ""rifle""]","[""ライフル"", ""ライフル銃"", ""小筒"", ""小銃"", ""筒""]","[""fusil""]","[""Espingardas"", ""espingarda"", ""fuzil"", ""refle"", ""rifle""]","[""fucile"", ""schioppo""]","[""rusznica""]","[""来复枪"", ""来福枪"", ""步枪""]","[""bedil"", ""senapan""]"
4096066,an open way (generally public) for travel or transportation,"[""road"", ""route""]","[""carretera""]","[""ウェイ"", ""ライン"", ""ルート"", ""ロード"", ""小路""]","[""chemin"", ""route"", ""voie""]","[""autoestradas"", ""caminho"", ""estrada"", ""estradas"", ""rodovia""]","[""strada"", ""via"", ""via_di_comunicazione""]","[""droga""]","[""公路"", ""路"", ""路径"", ""路线"", ""道路""]","[""jalan"", ""jalur"", ""laluan""]"
4105068,a protective covering that covers or forms the top of a building,"[""roof""]","[""cubierta"", ""techo""]","[""ルーフ"", ""大屋根"", ""屋根""]","[""toit"", ""toiture""]","[""telhado"", ""teto""]","[""tetto""]","[""dach"", ""przykrycie"", ""zadaszenie""]","[""屋顶""]","[""atap"", ""bumbung"", ""kajang"", ""langit""]"
4105893,an area within a building enclosed by walls and floor and ceiling,"[""room""]","[""aposento"", ""cuarto"", ""habitación"", ""sala""]","[""お座敷"", ""お部屋"", ""ルーム"", ""室"", ""座敷""]","[""local"", ""pièce"", ""salle""]","[""aposento"", ""câmara"", ""quarto"", ""sala""]","[""ambiente"", ""camera"", ""locale"", ""stanza"", ""vano""]","[""pomieszczenie""]","[""室"", ""屋子"", ""房间""]","[""bilik"", ""kamar"", ""ruangan""]"
4127904,a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel,"[""sail"", ""canvas"", ""canvass"", ""sheet""]","[""vela""]","[""帆""]","[""voile""]","[""vela""]","[""vela""]","[""żagiel""]","[""帆"", ""风帆""]","[""layar"", ""terpal""]"
4146050,a building where young people receive education,"[""school"", ""schoolhouse""]","[""colegio"", ""escuela""]","[""学舎"", ""校舎""]","[""école""]","[""colégio"", ""departamento"", ""escola"", ""escolas""]","[""scuola""]","[""buda"", ""szkoła""]","[""学校""]","[""sekolah""]"
4157320,a three-dimensional work of plastic art,"[""sculpture""]","[""escultura""]","[""スカルプチャア"", ""スカルプチャー"", ""スカルプチュア"", ""彫り物"", ""彫像""]","[""sculpture""]","[""Escultura"", ""escultura""]","[""scultura""]","[""rzeźba""]","[""雕像"", ""雕刻"", ""雕塑""]","[""arca"", ""seni_ukir"", ""ukiran""]"
4161981,furniture that is designed for sitting on,"[""seat""]","[""asiento""]","[""いす"", ""シート"", ""倚子"", ""居敷"", ""居敷き""]","[""chaise"", ""siège""]","[""assento"", ""cadeira""]","[""sedile""]","[""siedzenie"", ""siedzisko""]","[""坐椅""]","[""bangku"", ""kursi"", ""sofa""]"
4164989,one of several parts or pieces that fit with others to constitute a whole object,"[""section"", ""segment""]","[""parte"", ""sección""]","[""セクション"", ""セグメント"", ""一端"", ""一節"", ""一部""]","[""partie"", ""section"", ""segment"", ""tronçon""]","[""parte""]","[""segmento""]","[""segment""]","[""段"", ""段落"", ""章节"", ""部分""]","[""keratan"", ""komponen"", ""segmen""]"
